mem_019f32fb934b76839354044285566eca	mem.pattern.dispatch.regression-fingerprint-pin-one-binary	KEEP	no 	never-arose — 	high
mem_019f331005d776c1a65c65bfe59581bf	mem.fact.workflow.confined-fork-mints-at-armed-base	RETIRE	yes	never-arose — 	high
mem_019f34799f237b90bf0e61b06ac274b		KEEP	no 	never-arose — 	medium
mem_019f2b670f417730a82cfaefb5ab317e	mem.fact.dispatch.pretooluse-wall-mediates-write-tools-only	KEEP	par	never-arose — 	medium
mem_019f2bc38ef47222966db0027723c475	mem.pattern.doctrine.close-integrate-tree-true-scope-to-projected-paths	KEEP	no 	never-arose — 	high
mem_019f2c5ba5bc70a38fe015a817b3e270	mem.fact.dispatch.confined-subagent-cwd-resets-breaks-positional-arming	KEEP	no 	never-arose — 	medium
mem_019f2d1532747d11847bd7498b1f9491	mem.pattern.dispatch.close-deadlock-refresh-base-recovery	KEEP	no 	never-arose — 	high
mem_019f2d4d50427d61bc562373551d4df3	mem.fact.dispatch.claude-arm-spawn-needs-isolation-worktree-flag	RETIRE	yes	never-arose — 	high
mem_019f255d977c7f309d75a6f4dc198a1b	mem.pattern.platform.hand-created-worktree-provisioning	KEEP	no 	never-arose — 	high
mem_019f255e18847da2aa383667826a314d	mem.pattern.platform.jail-host-worktree-gitdir	KEEP	no 	never-arose — 	high
mem_019f27b5d15b7143a32dbb276d0bd28e	mem.pattern.dispatch.import-scope-belt-omit-slice-for-coupled-paths	KEEP	no 	never-arose — 	medium
mem_019f287ed71f70f19c41355a949ab593	mem.concept.doctrine.worker-resolve-band-filter	KEEP	no 	never-arose — 	high
mem_019f288cc9b676b0a47d08306bb1d70d	mem.pattern.env.jail-ro-bind-stale-after-reinstall	KEEP	no 	never-arose — 	high
mem_019f2124384970009cf065db996a5b1a	mem.pattern.dispatch.worker-prompt-run-full-suite	KEEP	no 	never-arose — 	medium
mem_019f212438eb7be29840387da48fd821	mem.pattern.dispatch.pi-spawn-parity-scraper-couples-to-script-format	KEEP	no 	never-arose — 	medium
mem_019f212439687aa1af59e009fec943fd	mem.pattern.dispatch.unarmed-agent-worker-runs-in-coord-tree	KEEP	par	never-arose — 	medium
mem_019f21517db674a3a0efe574dfbe085d	mem.pattern.dispatch.seatbelt-confines-longlived-fifo-worker	KEEP	no 	never-arose — 	high
mem_019f21e80f5a76929c2bb2758c42358c	mem.pattern.doctrine.dispatch-phase-status-per-tree-split-brain	RETIRE	yes	never-arose — 	high
mem_019f224740c67902bc8dfe0868b82b25	mem.fact.dispatch.arm-spawn-path-targets-cwd-root	KEEP	par	never-arose — 	medium
mem_019f23713d5b7552b9f99f81c08fafe8	mem.fact.claude.worktreecreate-hook-fires	KEEP	no 	never-arose — 	high
mem_019f25317cbc73d39c6f7100cb997423	mem.pattern.doctrine.neutralize-lifecycle-status-before-close-target	KEEP	no 	never-arose — 	medium
mem_019f1b76ac487722bea2bf7d898a7dad	mem.fact.claude.project-dir-in-worktree-subagent-hook-env	KEEP	no 	never-arose — 	high
mem_019f1bc1ce967f53b167148c631808d1	mem.fact.dispatch.coord-root-not-git-common-dir	KEEP	no 	never-arose — 	medium
mem_019f1c7c26777121be21c19a1d1ce705	mem.pattern.doctrine.phase-complete-clobbers-boundary	KEEP	no 	never-arose — 	medium
mem_019f1c9724a87981a4d00c856651b475	mem.fact.doctrine.gather-untracked-honors-global-excludes	KEEP	no 	never-arose — 	medium
mem_019f1cafd8737421a1d7f2c68e56fe44	mem.fact.dispatch.claude-fork-path-persist-footer-proven	RETIRE	yes	never-arose — 	high
mem_019f1ce020fb7a5180104b2eef54dd47	mem.pattern.dispatch.jail-resolve-inputs-injected-env	KEEP	no 	never-arose — 	high
mem_019f1d2d48a07d12bc22025929576e3f	mem.pattern.dispatch.pretooluse-macos-seatbelt-wiring	KEEP	no 	never-arose — 	high
mem_019f172c7fd37640b72023a508afff9b	mem.pattern.doctrine.shipped-master-body-scrub	KEEP	no 	never-arose — 	high
mem_019f18d2a9307cc38d5e4ba9749e6208	mem.pattern.dispatch.claude-worktree-subagent-bwrap-confinement	RETIRE	yes	never-arose — 	high
mem_019f191431d27912bbab07458455bd51	mem.fact.dispatch.dispatch-branch-prefix-not-coord-unique	KEEP	no 	never-arose — 	high
mem_019f1a5ce1f472219da91d0724bb766b	mem.fact.claude.worktree-remove-auto-teardown	RETIRE	yes	never-arose — 	high
mem_019f1a5ceef674e3aa8e48012e8b216f	mem.fact.dispatch.single-slot-arming-rendezvous	RETIRE	yes	never-arose — 	high
mem_019f1ab6036173108c9668739a2cbaf4	mem.pattern.dispatch.seatbelt-write-floor-rule-ordering	KEEP	no 	never-arose — 	high
mem_019f1acb14007a738d1ce6ff895cd643	mem.fact.claude.subagentstop-awaited-tree-intact-capture-seam	RETIRE	no 	never-arose — 	high
mem_019f1adc2a6875518ac46925d45b2970	mem.pattern.dispatch.seatbelt-insitu-subagent-nesting	KEEP	no 	never-arose — 	high
mem_019f068fd92e7b9184d5615220d25233	mem.pattern.doctrine.worktree-embed-gate	KEEP	no 	rediscovered —	high
mem_019f06a18bf97b23bf771740e427b639	mem.pattern.dispatch.close-preff-trunk-absorbs-repair	RETIRE	yes	never-arose — 	high
mem_019f0715428b7432b2ae9bf70d983ba4	mem.pattern.dispatch.prewarm-fork-target-reflink	KEEP	no 	never-arose — 	high
mem_019f0746d1aa76a0bbe20cbf7ad07593	mem.fact.dispatch.edge-advance-leg-not-ff-gated	KEEP	no 	never-arose — 	high
mem_019f096865017b8394c9ac82eeed23ff	mem.pattern.audit.distrust-dispatch-green-claim	KEEP	no 	never-arose — 	medium
mem_019f096865257123b3663db5086ca0f8	mem.pattern.dispatch.candidate-worktree-detached-head	KEEP	no 	never-arose — 	medium
mem_019f01df17c07bd1bccdfb57a9a7ec4c	mem.pattern.git.worktree-porcelain-prunable-trails-branch	KEEP	no 	never-arose — 	high
mem_019f01e2f7d27fe1886c12ff80811c0c	mem.fact.dispatch.claude-worker-no-per-worktree-env	KEEP	no 	never-arose — 	high
mem_019f0212b9037d41a1ceaadad34b802e	mem.pattern.dispatch.prepare-review-rerun-not-idempotent-until-gate	RETIRE	yes	never-arose — 	high
mem_019f022c8002772393a544b1ef56ec09	mem.pattern.dispatch.prepare-review-gate-couples-to-phase-completion	RETIRE	yes	needed-and-han	high
mem_019f026cffd27a43b8db3cf6728130b5	mem.fact.build.in-tree-per-worktree-target	KEEP	no 	never-arose — 	high
mem_019efe28d60b7d51998f1f7912b8e7b8	mem.fact.dispatch.worktreecreate-cwd-channel	RETIRE	yes	never-arose — 	high
mem_019ef99bfeee71d385d5d0348e1ec580	mem.pattern.dispatch.claude-arm-isolation-fallback	RETIRE	yes	never-arose — 	high
mem_019ef9b2e07371e1aeb25ce270d2141f	mem.fact.testing.runtime-manifest-dir	KEEP	no 	never-arose — 	high
mem_019efa04e19377c0938e58c059507a61	mem.pattern.dispatch.worktreecreate-replace-base-control	RETIRE	yes	never-arose — 	high
mem_019ef48ff1807453882dff6feac6199d	mem.pattern.worktree.primary-tree-resolver-and-contextual-review-fork-ban	KEEP	no 	never-arose — 	high
mem_019eeac33cf373d3949d04a6f9780351	mem.pattern.dispatch.coord-worktree-missing-build-artifacts	KEEP	no 	rediscovered —	high
mem_019eec3285e471c287a0c3d74c235b25	mem.pattern.dispatch.worker-fork-missing-gitignored-embed	KEEP	no 	never-arose — 	medium
mem_019ee28ee9ee7d608a22dba762fdcc26	mem.signpost.doctrine.dispatch-claude-arm-wrong-base	RETIRE	yes	never-arose — 	high
mem_019ee2a5d84077d3a93c5a3ee52af7ab	mem.pattern.dispatch.reset-keep-cant-resync-already-advanced-ref	KEEP	no 	never-arose — 	medium
mem_019ee33f591d77f18144b8f76fa1021f	mem.pattern.audit.dispatched-phase-green-but-incomplete	RETIRE	yes	never-arose — 	high
mem_019ee33fa5517e838785bb5976a8f939	mem.pattern.dispatch.candidate-worktree-detached-admit-ref	KEEP	no 	never-arose — 	high
mem_019ee36939ca7a70b8aa960cb478d94c		KEEP	no 	never-arose — 	high
mem_019ee3a0323d704193b8c9ecf359678f	mem.pattern.dispatch.subagentstart-hook-cwd-is-worker-worktree	KEEP	no 	never-arose — 	medium
mem_019ee3c479c57c51b72cb0e6a5d924d8	mem.fact.dispatch.verify-trunk-ref-poison	KEEP	no 	never-arose — 	medium
mem_019ee3d7792b7df19d44b207d3d88a39	mem.pattern.dispatch.integrate-clean-trunk-or-phantom	RETIRE	yes	never-arose — 	high
mem_019ee40b4c9272a29c645b1a89fd2bab	mem.pattern.dispatch.pi-arm-worker-ops	RETIRE	yes	needed-and-han	high
mem_019ee41ac4c77310ae4e6ac8bca74010	mem.pattern.dispatch.close-integrate-shared-trunk-race	RETIRE	yes	never-arose — 	high
mem_019ee4bac0597bf0809caf56b0e59466	mem.pattern.dispatch.split-lineage-close-conflict-direct-land	RETIRE	yes	never-arose — 	high
mem_019ee5f4900275339de3602badd7c5e9		RETIRE	yes	needed-and-han	high
mem_019ee60f20d47c53b40c3ed3b90b8ef2		KEEP	no 	never-arose — 	high
mem_019ee749d0607c3089d969d5d53a307b	mem.dispatch-body-route	KEEP	no 	never-arose — 	high
mem_019edd5da05c7052b3ec2409435f0874	mem.pattern.dispatch.cherry-pick-loses-unstaged-edits	KEEP	no 	never-arose — 	medium
mem_019ede16728471d39ec92b052b42d9a0		RETIRE	yes	needed-and-han	high
mem_019ede1d999579039d1774b214157eaa		KEEP	no 	never-arose — 	high
mem_019ede2f6b487d02b160a07dea4759c6	mem.pattern.pi.rpc-stdin-lifecycle	RETIRE	yes	needed-and-han	high
mem_019edf7cbf877c329e0cb3ef5ee6469e	mem.pattern.dispatch.claude-arm-coord-placement	AMEND	par	never-arose — 	medium
mem_019ee083a8ce7ab0966576a6693b5a58	mem.pattern.dispatch.trunk-ref-unpushed-local	KEEP	no 	never-arose — 	medium
mem_019ed44caf5570b29f4bbe4125d31561	mem.pattern.dispatch.pi-subagent-cwd-binding	KEEP	no 	never-arose — 	medium
mem_019ed44cbfe6743092c066cb57c5a4ca	mem.fact.doctrine.import-corrupt-patch	KEEP	no 	never-arose — 	medium
mem_019ed624cc9c70b39b33a4627ba79576	mem.fact.sl-085.worktree-coordinate-plan-toml-not-found	KEEP	no 	never-arose — 	high
mem_019ed65321737e309c95c0d3a930eef4	mem.fact.sl-085.dispatch-ref-lifecycle-gap	KEEP	no 	never-arose — 	medium
mem_019ece5bae857e02864c4cd5f43ef627	mem.pattern.frontend.es5-watchouts	KEEP	no 	never-arose — 	high
mem_019ecf6479a97c91af3686485ac0f34b		KEEP	no 	never-arose — 	high
mem_019ec912f7fd746284bfaef00717443e	mem.pattern.dispatch.close-lands-via-candidate-integrate-trunk	KEEP	no 	never-arose — 	medium
mem_019ec470c29c79b393e7817f241c5fb7	mem.pattern.dispatch.glob-add-sweeps-foreign-untracked-on-shared-main	RETIRE	yes	never-arose — 	medium
mem_019ec473d9f57952954f770b2abcc0ea	mem.system.dispatch.orchestrator-on-shared-main-contention-cost	KEEP	no 	never-arose — 	medium
mem_019ec47bbd4e7b22aa412cd465cdbe47	mem.pattern.testing.data-only-phase-must-regate-corpus-walk-oracles	KEEP	no 	never-arose — 	high
mem_019ec4a71f0f7592bc07d9f5dad8efdb	mem.pattern.dispatch.claude-agent-worktree-integrates-commit-onto-parent	RETIRE	yes	never-arose — 	high
mem_019ec55ef17577c1b9b21d3654a71424	mem.pattern.dispatch.sync-tree-reads-ledger-not-worktree	KEEP	no 	never-arose — 	high
mem_019ec57abf027a139d2fd1dfb52d8f01	mem.pattern.dispatch.stage2-replay-needs-3way-cas-not-zero-oid	KEEP	no 	never-arose — 	high
mem_019ec6142d3b71008f2149a6d84ba981	mem.pattern.dispatch.claude-isolation-worktree-forks-orchestrator-session-head	RETIRE	yes	never-arose — 	high
mem_019ec65ecbc77282bad7e10a5240ad27	mem.pattern.dispatch.agent-worktree-forks-bash-cwd-head	RETIRE	yes	never-arose — 	high
mem_019ec667ccc97032b29e8dd95e19aa96	mem.pattern.dispatch.review-branch-extraneous-deletions	KEEP	no 	never-arose — 	high
mem_019ec66a43ee7a738ae46076f1fe01f6	mem.pattern.dispatch.project-off-pinned-fork-base-not-live-trunk-tip	KEEP	no 	never-arose — 	high
mem_019ec676a7a575e0926062a0830ae12c	mem.pattern.dispatch.filter-review-branch-per-file-checkout-vs-handapply	KEEP	no 	never-arose — 	high
mem_019ec84b97407b40a04e595d16dd1f06	mem.pattern.dispatch.subagentstart-hook-silent-no-fire-nested-session	KEEP	no 	never-arose — 	high
mem_019ec8841cda7ee2a522bd713fdc07de	mem.pattern.dispatch.candidate-build-seam	KEEP	no 	never-arose — 	high
mem_019ec88a6b43746395017bd7869e38e9	mem.pattern.dispatch.prepare-review-plumbing-desync-reverts-journal	KEEP	no 	never-arose — 	high
mem_019ebed87aca75319cc25187f079eb27	mem.pattern.dispatch.landed-oracle-needs-import-receipt	RETIRE	yes	needed-and-han	high
mem_019ebeeda9c27f03808fdeeafb0e93cc	mem.pattern.dispatch.spawn-backend-harness-agnostic-no-free-env-seam	KEEP	no 	never-arose — 	high
mem_019ebfb61ba870219aafc14f8dc7da3b	mem.pattern.dispatch.claude-subagentstart-worker-identity	KEEP	no 	never-arose — 	medium
mem_019ebfd16f8e7d61bcc01d2050c9db1a	mem.pattern.dispatch.claude-agent-worktree-not-fork-provisioned	KEEP	no 	never-arose — 	medium
mem_019ec093bd7b71518489dd187b77f0f0	mem.pattern.dispatch.claude-worktreecreate-payload-minimal-no-type-no-path	KEEP	no 	never-arose — 	medium
mem_019ec0a5bdb274b3a7cc1d5eaf4e34c5	mem.pattern.dispatch.subagentstart-blocking-but-not-failclosable	KEEP	no 	never-arose — 	low
mem_019ec0f2bba97c51a114dbe360910197	mem.pattern.dispatch.verify-governance-freshness-before-distilling-worker	KEEP	no 	never-arose — 	low
mem_019ec166d8bf7903a353688035ce38b4	mem.pattern.dispatch.gc-squash-indistinguishable-from-unlanded	RETIRE	yes	never-arose — 	high
mem_019ec345c2d879f3bab52aa1dad7a401	mem.pattern.dispatch.nested-bwrap-userns-confines-worker-at-os-floor	KEEP	par	never-arose — 	medium
mem_019eba28977b7573b10c1c5ac2134296	mem.pattern.dispatch.worker-verify-unset-doctrine-worker	KEEP	no 	never-arose — 	medium
mem_019ebb0f21d075a1aa1bcd1a790169de	mem.system.coordination.concurrent-design-shared-main-worktree	KEEP	no 	never-arose — 	high
mem_019ebb430f9678a292b97be36f93f980	mem.pattern.dispatch.reanchor-base-on-disjoint-head-move	RETIRE	yes	never-arose — 	high
mem_019ebb7a25ad72e09551711fed583995	mem.pattern.dispatch.three-way-import-onto-moved-shared-main	KEEP	no 	never-arose — 	medium
mem_019eb5eb158f7a70a200aad52a873712	mem.pattern.dispatch.authoring-entities-not-dispatchable	RETIRE	yes	never-arose — 	high
mem_019eb6478f7779409c9fd90f37ac86f0	mem.pattern.build.clean-head-worktree-binary-vs-stash	KEEP	no 	never-arose — 	high
mem_019eb7263a9079d3ac4f39cae72c498a	mem.pattern.dispatch.fork-rung3-base-not-session-head	RETIRE	yes	needed-and-han	high
mem_019eb741539075c380783b4cff747fec	mem.pattern.review.rv-verbs-refuse-on-worktree-fork	KEEP	no 	never-arose — 	high
mem_019eacb95c397f63b8a4e4272a96e633	mem.concept.dispatch.gitignored-tier-partition	KEEP	no 	never-arose — 	medium
